"move_id","version_group_id","flavor_text"
"313","8","The user feigns crying to make the foe feel flustered, sharply lowering its Sp. Def stat."
"313","11","The user feigns crying to fluster the target, harshly lowering its Sp. Def stat."
"313","25","The user feigns crying to fluster the target. This harshly lowers the target's Sp. Def stat."
"314","5","Hacks with razorlike wind. High critical-hit ratio."
"314","7","The foe is hit with razor-like wind. It has a high critical-hit ratio."
"314","8","The user launches razorlike wind to slash the foe. It has a high critical-hit ratio."
"314","11","The user launches razor-like wind to slash the opposing team. Critical hits land more easily."
"314","15","The user launches razor-like wind to slash the opposing Pokémon. Critical hits land more easily."
"314","20","The user launches razor-like wind to slash opposing Pokémon. Critical hits land more easily."
"314","24","The user launches razor-like wind to slash the target. This move has a heightened chance of landing a critical hit."
"314","25","The user launches razor-like wind to slash opposing Pokémon. This move has a heightened chance of landing a critical hit."
"315","5","Allows a full-power attack, but sharply lowers SP. ATK."
"315","7","An intense attack that also sharply reduces the user’s SP. ATK stat."
"315","8","The user attacks the foe at full power. The attack’s recoil sharply reduces the user’s Sp. Atk stat."
"315","11","The user attacks the target at full power. The attack’s recoil harshly reduces the user’s Sp. Atk stat."
"315","15","The user attacks the target at full power. The attack’s recoil harshly lowers the user’s Sp. Atk stat."
"315","24","The user attacks the target at full power. The recoil from this move lowers the user’s offensive stats."
"315","25","The user attacks the target with all its might. The recoil from this move harshly lowers the user's Sp. Atk stat."
"316","5","Negates the foe’s efforts to heighten evasiveness."
"316","7","Completely negates the foe’s efforts to heighten its ability to evade."
"316","8","Enables the user to hit a Ghost type with any type of move. It also enables the user to hit an evasive foe."
"316","11","Enables a Ghost-type target to be hit with Normal- and Fighting-type attacks. It also enables an evasive target to be hit."
"316","15","Enables a Ghost-type target to be hit by Normal- and Fighting-type attacks. This also enables an evasive target to be hit."
"316","17","Enables a Ghost-type target to be hit by Normaland Fighting-type attacks. This also enables an evasive target to be hit."
"316","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"317","5","Stops the foe from moving with rocks and cuts SPEED."
"317","7","Boulders are hurled at the foe. It also lowers the foe’s SPEED if it hits."
"317","8","Boulders are hurled at the foe. It also lowers the foe’s Speed by preventing its movement."
"317","11","Boulders are hurled at the target. It also lowers the target’s Speed by preventing its movement."
"317","15","Boulders are hurled at the target. This also lowers the target’s Speed stat by preventing its movement."
"317","24","Boulders are hurled at the target. This also lowers the target's Speed stat by preventing its movement."
"317","25","The user hurls boulders at the target to inflict damage. This also lowers the target's Speed stat by cutting off its movement."
"318","5","A powdery attack that may raise abilities."
"318","7","The foe is attacked with a silver dust. It may raise all the user’s stats."
"318","8","The foe is attacked with powdery scales blown by wind. It may also raise all the user’s stats."
"318","11","The target is attacked with powdery scales blown by wind. It may also raise all the user’s stats."
"318","15","The target is attacked with powdery scales blown by wind. This may also raise all the user’s stats."
"318","17","The target is attacked with powdery scales blown by the wind. This may also raise all the user’s stats."
"318","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"319","5","Emits a horrible screech that sharply lowers SP. DEF."
"319","7","A horrible metallic screech is used to sharply lower the foe’s SP. DEF."
"319","8","A horrible sound like scraping metal is emitted to sharply reduce the foe’s Sp. Def stat."
"319","11","A horrible sound like scraping metal harshly reduces the target’s Sp. Def stat."
"319","15","A horrible sound like scraping metal harshly lowers the target’s Sp. Def stat."
"319","24","A horrible sound like scraping metal harshly lowers the target's Sp. Def stat."
"320","5","Lulls the foe into sleep with a pleasant melody."
"320","7","A pleasant melody is played to lull the foe into a deep sleep."
"320","8","The user plays a pleasant melody that lulls the foe into a deep sleep."
"320","11","The user plays a pleasant melody that lulls the target into a deep sleep."
"320","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"321","5","Makes the foe laugh to lower ATTACK and DEFENSE."
"321","7","The foe is made to laugh, reducing its ATTACK and DEFENSE stats."
"321","8","The user tickles the foe into laughing, reducing its Attack and Defense stats."
"321","11","The user tickles the target into laughing, reducing its Attack and Defense stats."
"321","25","The user tickles the target into laughing, lowering its Attack and Defense stats."
"322","5","Raises DEFENSE and SP. DEF with a mystic power."
"322","7","The user absorbs a mystic power to raise its DEFENSE and SP. DEF."
"322","8","The user absorbs a mystical power from space to raise its Defense and Sp. Def stats."
"322","25","The user absorbs a mystical power from space to boost its Defense and Sp. Def stats."
"323","5","Inflicts more damage if the user’s HP is high."
"323","7","The higher the user’s HP, the more powerful this attack becomes."
"323","8","The user spouts water to damage the foe. The lower the user’s HP, the less powerful it becomes."
"323","11","The user spouts water to damage the opposing team. The lower the user’s HP, the less powerful it becomes."
"323","15","The user spouts water to damage opposing Pokémon. The lower the user’s HP, the lower the move’s power."
"323","24","The user spouts water to damage opposing Pokémon. The lower the user's HP, the lower the move's power."
"324","5","A strange beam attack that may confuse the foe."
"324","7","The foe is hit with a flashing beam that may also cause confusion."
"324","8","The user attacks with a sinister beam of light. It may also confuse the target."
"324","15","The user attacks with a sinister beam of light. This may also confuse the target."
"324","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"325","5","An unavoidable punch that is thrown from shadows."
"325","7","The user throws a punch from the shadows. It cannot be evaded."
"325","8","The user throws a punch at the foe from the shadows. The punch lands without fail."
"325","11","The user throws a punch from the shadows. The punch lands without fail."
"325","15","The user throws a punch from the shadows. This attack never misses."
"326","5","Attacks with a peculiar power. May cause flinching."
"326","7","The user attacks with an odd power that may make the foe flinch."
"326","8","The user attacks with an odd, unseeable power. It may also make the foe flinch."
"326","11","The user attacks with an odd, unseeable power. It may also make the target flinch."
"326","15","The user attacks with an odd, unseeable power. This may also make the target flinch."
"326","24","The user attacks with an odd, unseeable power."
"327","5","An uppercut thrown as if leaping into the sky."
"327","7","The user attacks with an uppercut thrown skywards with force."
"327","8","The user attacks the foe with an uppercut thrown skyward with force."
"327","11","The user attacks the target with an uppercut thrown skyward with force."
"327","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"328","5","Traps and hurts the foe in quicksand for 2 to 5 turns."
"328","7","The foe is trapped inside a painful sandstorm for two to five turns."
"328","8","The user traps the foe inside a harshly raging sandstorm for two to five turns."
"328","11","The user traps the target inside a harshly raging sandstorm for four to five turns."
"328","25","The user traps the target inside a harshly raging sandstorm that inflicts damage for four to five turns."
"329","5","A chilling attack that causes fainting if it hits."
"329","7","The foe is attacked with ultimate cold that causes fainting if it hits."
"329","8","The foe is attacked with a blast of absolute-zero cold. The foe instantly faints if it hits."
"329","11","The target is attacked with a blast of absolute-zero cold. The target instantly faints if it hits."
"329","15","The target is attacked with a blast of absolute-zero cold. The target faints instantly if this attack hits."
"329","17","The target faints instantly. It’s less likely to hit the target if it’s used by Pokémon other than Ice types."
"329","25","The target faints instantly. This move is less likely to hit the target if used by Pokémon other than Ice types."
"330","5","Attacks with muddy water. May lower accuracy."
"330","7","The user attacks with muddy water. It may also lower the foe’s accuracy."
"330","8","The user attacks by shooting out muddy water. It may also lower the foe’s accuracy."
"330","11","The user attacks by shooting muddy water at the opposing team. It may also lower the targets’ accuracy."
"330","15","The user attacks by shooting muddy water at the opposing Pokémon. This may also lower their accuracy."
"330","20","The user attacks by shooting muddy water at opposing Pokémon. This may also lower their accuracy."
"331","5","Shoots 2 to 5 seeds in a row to strike the foe."
"331","7","The user shoots seeds at the foe. Two to five seeds are shot at once."
"331","8","The user forcefully shoots seeds at the foe. Two to five seeds are shot in rapid succession."
"331","11","The user forcefully shoots seeds at the target. Two to five seeds are shot in rapid succession."
"331","15","The user forcefully shoots seeds at the target two to five times in a row."
"331","25","The user attacks by forcefully shooting seeds at the target. This move hits two to five times in a row."
"332","5","An extremely speedy and unavoidable attack."
"332","7","An extremely fast attack against one target. It can’t be evaded."
"332","8","The user confounds the foe with speed, then slashes. The attack lands without fail."
"332","11","The user confounds the target with speed, then slashes. The attack lands without fail."
"332","15","The user confounds the target with speed, then slashes. This attack never misses."
"333","5","Attacks the foe by firing 2 to 5 icicles in a row."
"333","7","Sharp icicles are fired at the foe. It strikes two to five times."
"333","8","The user launches sharp icicles at the foe. It strikes two to five times in a row."
"333","11","The user launches sharp icicles at the target. It strikes two to five times in a row."
"333","15","The user launches sharp icicles at the target two to five times in a row."
"333","25","The user attacks by launching sharp icicles at the target. This move hits two to five times in a row."
"334","5","Hardens the body’s surface to sharply raise DEFENSE."
"334","7","The user hardens its body’s surface to sharply raise its DEFENSE stat."
"334","8","The user hardens its body’s surface like iron, sharply raising its Defense stat."
"334","24","The user hardens its body's surface like iron, raising its defensive stats."
"334","25","The user hardens its body's surface like iron, sharply boosting its Defense stat."
"335","5","Blocks the foe’s way to prevent escape."
"335","7","The user blocks the foe’s way with arms spread wide to prevent escape."
"335","11","The user blocks the target’s way with arms spread wide to prevent escape."
"335","24","The user blocks the target's way with arms spread wide to prevent escape."
"335","25","The user blocks the target's way with arms spread wide to prevent the target from fleeing."
"336","5","Howls to raise the spirit and boosts ATTACK."
"336","7","The user howls to raise its spirit and boost its ATTACK stat."
"336","8","The user howls loudly to raise its spirit, boosting its Attack stat."
"336","15","The user howls loudly to raise its spirit, which raises its Attack stat."
"336","20","The user howls loudly to raise the spirit of itself and allies. This raises their Attack stats."
"336","25","The user howls loudly to rouse itself and its allies. This boosts their Attack stats."
"337","5","Slashes the foe with sharp claws."
"337","7","Sharp, huge claws hook and slash the foe quickly and with great power."
"337","8","The user slashes the foe with huge, sharp claws."
"337","11","The user slashes the target with huge, sharp claws."
"337","17","The user slashes the target with huge sharp claws."
"337","24","The user slashes the target with huge, sharp claws. This move has a heightened chance of landing a critical hit."
"337","25","The user slashes the target with huge, sharp claws to inflict damage."
"338","5","Powerful, but leaves the user immobile the next turn."
"338","7","The foe is hit with an enormous branch. The user can’t move on the next turn."
"338","8","The foe is slammed with an enormous tree. The user can’t move on the next turn."
"338","11","The user slams the target with an enormous tree. The user can’t move on the next turn."
"338","20","The user slams the target with the roots of an enormous tree. The user can’t move on the next turn."
"338","24","The user slams the target with the roots of an enormous tree. The user can't move on the next turn."
"339","5","Bulks up the body to boost both ATTACK and DEFENSE."
"339","7","The user bulks up its body to boost both its ATTACK and DEFENSE stats."
"339","8","The user tenses its muscles to bulk up its body, boosting both its Attack and Defense stats."
"339","15","The user tenses its muscles to bulk up its body, raising both its Attack and Defense stats."
"339","24","The user tenses its muscles to bulk up its body, raising its offensive and defensive stats."
"339","25","The user tenses its muscles to bulk up its body, boosting its Attack and Defense stats."
"340","5","Bounces up, then down the next turn. May paralyze."
"340","7","The user bounces on the foe on the 2nd turn. It may paralyze the foe."
"340","8","The user bounces up high, then drops on the foe on the second turn. It may also paralyze the foe."
"340","11","The user bounces up high, then drops on the target on the second turn. It may also leave the target with paralysis."
"340","15","The user bounces up high, then drops on the target on the second turn. This may also leave the target with paralysis."
"340","25","The user bounces up high on the first turn, then drops onto the target on the next turn. This may also leave the target with paralysis."
"341","5","Hurls mud at the foe and reduces SPEED."
"341","7","The user attacks by hurling mud. It also reduces the foe’s SPEED."
"341","8","The user attacks by hurling a blob of mud at the foe. It also reduces the target’s Speed."
"341","11","The user attacks by hurling a blob of mud at the target. It also reduces the target’s Speed."
"341","15","The user attacks by hurling a blob of mud at the target. This also lowers the target’s Speed stat."
"341","24","The user attacks by hurling a blob of mud at the target. This also lowers the target's Speed stat."
"342","5","Has a high critical-hit ratio. May also poison."
"342","7","An attack with a high critical-hit ratio. It may also poison the foe."
"342","8","An attack with a high critical-hit ratio. This tail attack may also poison the foe."
"342","11","The user hits the target with its tail. It may also poison the target. Critical hits land more easily."
"342","15","The user hits the target with its tail. This may also poison the target. Critical hits land more easily."
"342","25","The user hits the target with its tail. This move has a heightened chance of landing a critical hit and may also poison the target."
"343","5","Cutely begs to obtain an item held by the foe."
"343","7","A cutely executed attack that also steals the foe’s hold item."
"343","8","The user endearingly approaches the foe, then steals the item the foe is holding."
"343","11","The user endearingly approaches the target, then steals the target’s held item."
"343","24","The user endearingly approaches the target, then steals the target's held item."
"344","5","A life-risking tackle that slightly hurts the user."
"344","7","The user throws an electrified tackle. It hurts the user a little."
"344","8","The user electrifies itself, then charges at the foe. It causes considerable damage to the user as well."
"344","11","The user electrifies itself, then charges. It causes considerable damage to the user and may leave the target with paralysis."
"344","15","The user electrifies itself, then charges. This also damages the user quite a lot. This may leave the target with paralysis."
"344","17","The user electrifies itself and charges the target. This also damages the user quite a lot. This attack may leave the target with paralysis."
"345","5","Attacks with a strange leaf that cannot be evaded."
"345","7","The foe is attacked with a strange leaf that cannot be evaded."
"345","8","The user scatters curious leaves that chase the foe. This attack will not miss."
"345","11","The user scatters curious leaves that chase the target. This attack will not miss."
"345","15","The user scatters curious leaves that chase the target. This attack never misses."
"346","5","The user becomes soaked to raise resistance to fire."
"346","7","Weakens FIRE-type attacks while the user is in the battle."
"346","8","The user soaks itself with water. The move weakens Fire-type moves while the user is in the battle."
"346","15","The user soaks itself with water. This weakens Fire-type moves for five turns."
"346","17","The user soaks the battlefield with water. This weakens Fire-type moves for five turns."
"346","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"347","5","Raises SP. ATK and SP. DEF by focusing the mind."
"347","7","The user focuses its mind to raise the SP. ATK and SP. DEF stats."
"347","8","The user quietly focuses its mind and calms its spirit to raise its Sp. Atk and Sp. Def stats."
"347","24","The user quietly focuses its mind and calms its spirit to raise its offensive and defensive stats."
"347","25","The user quietly focuses its mind and calms its spirit to boost its Sp. Atk and Sp. Def stats."
"348","5","Slashes with a sharp leaf. High critical-hit ratio."
"348","7","The foe is slashed with a sharp leaf. It has a high critical-hit ratio."
"348","11","The user handles a sharp leaf like a sword and attacks by cutting its target. Critical hits land more easily."
"348","24","The user handles a sharp leaf like a sword and attacks by cutting its target. This move has a heightened chance of landing a critical hit."
"348","25","The user handles a sharp leaf like a sword and cuts the target to inflict damage. This move has a heightened chance of landing a critical hit."
"349","5","A mystical dance that ups ATTACK and SPEED."
"349","7","A mystic, powerful dance that boosts the user’s ATTACK and SPEED stats."
"349","8","The user vigorously performs a mystic, powerful dance that boosts its Attack and Speed stats."
"349","15","The user vigorously performs a mystic, powerful dance that raises its Attack and Speed stats."
"350","5","Hurls boulders at the foe 2 to 5 times in a row."
"350","7","The user hurls two to five hard rocks at the foe to attack."
"350","8","The user hurls hard rocks at the foe. Two to five rocks are launched in quick succession."
"350","11","The user hurls hard rocks at the target. Two to five rocks are launched in quick succession."
"350","15","The user hurls hard rocks at the target. Two to five rocks are launched in a row."
"350","25","The user attacks by hurling hard rocks at the target. This move hits two to five times in a row."
"351","5","A fast and unavoidable electric attack."
"351","7","A rapid jolt of electricity strikes the foe. It can’t be evaded."
"351","8","The user strikes the foe with a quick jolt of electricity. This attack cannot be evaded."
"351","11","The user strikes the target with a quick jolt of electricity. This attack cannot be evaded."
"351","15","The user strikes the target with a quick jolt of electricity. This attack never misses."
"352","5","Attacks with ultrasonic waves. May confuse the foe"
"352","6","Attacks with ultrasonic waves. May confuse the foe."
"352","7","An attack with a pulsing blast of water. It may also confuse the foe."
"352","8","The user attacks the foe with a pulsing blast of water. It may also confuse the foe."
"352","11","The user attacks the target with a pulsing blast of water. It may also confuse the target."
"352","15","The user attacks the target with a pulsing blast of water. This may also confuse the target."
"352","24","The user attacks the target with a pulsing blast of water. This attack never misses."
"353","5","Summons strong sunlight to attack 2 turns later."
"353","7","A move that attacks the foe with a blast of light two turns after use."
"353","8","Two turns after this move is used, the user blasts the foe with a concentrated bundle of light."
"353","11","Two turns after this move is used, the user blasts the target with a concentrated bundle of light."
"353","17","Two turns after this move is used, a concentrated bundle of light blasts the target."
"353","25","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered."
"354","5","Allows a full-power attack, but sharply lowers SP. ATK."
"354","7","An intense attack that also sharply reduces the user’s SP. ATK stat."
"354","8","The user attacks the foe at full power. The attack’s recoil sharply reduces the user’s Sp. Atk stat."
"354","11","The user attacks the target at full power. The attack’s recoil harshly reduces the user’s Sp. Atk stat."
"354","15","The user attacks the target at full power. The attack’s recoil harshly lowers the user’s Sp. Atk stat."
"354","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"354","24","The user attacks the target at full power. The attack's recoil harshly lowers the user's Sp. Atk stat."
"354","25","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered."
"354","27","The user attacks the target with all its might. The recoil from this move harshly lowers the user's Sp. Atk stat."
"355","8","The user lands and rests its body. It restores the user’s HP by up to half of its max HP."
"355","19","The user lands and rests its body. This move restores the user’s HP by up to half of its max HP."
"355","24","The user lands and rests its body. This move restores the user's HP."
"355","25","The user lands and rests its body. This move restores the user's HP by up to half its max HP."
"356","8","Gravity is intensified for five turns, making moves involving flying unusable and negating Levitation."
"356","11","Gravity is intensified for five turns, making moves involving flying unusable and negating Levitate."
"356","17","Enables Flying-type Pokémon or Pokémon with the Levitate Ability to be hit by Ground-type moves. Flying moves can’t be used."
"356","20","This move enables Flying-type Pokémon or Pokémon with the Levitate Ability to be hit by Ground-type moves. Moves that involve flying can’t be used."
"356","24","This move enables Flying-type Pokémon or Pokémon with the Levitate Ability to be hit by Ground-type moves. Moves that involve flying can't be used."
"356","25","Enables Flying types or Pokémon with the Levitate Ability to be hit by Ground-type moves for five turns. Moves that involve flying can't be used."
"357","8","Enables the user to hit a Ghost type with any type of move. It also enables the user to hit an evasive foe."
"357","9","Enables the user to hit a Dark type with any type of move. It also enables the user to hit an evasive foe."
"357","11","Enables a Dark-type target to be hit by Psychic-type attacks. It also enables an evasive target to be hit."
"357","15","Enables a Dark-type target to be hit by Psychic-type attacks. This also enables an evasive target to be hit."
"357","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"358","8","This attack inflicts high damage on a sleeping foe. It also wakes the foe up, however."
"358","11","This attack inflicts big damage on a sleeping target. It also wakes the target up, however."
"358","15","This attack inflicts big damage on a sleeping target. This also wakes the target up, however."
"358","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"359","8","The user swings and hits with its strong and heavy fist. It lowers the user’s Speed, however."
"359","17","The user swings and hits with its strong, heavy fist. It lowers the user’s Speed, however."
"359","24","The user swings and hits with its strong, heavy fist. It lowers the user's Speed, however."
"359","25","The user swings its strong, heavy fist at the target to inflict damage. This also lowers the user's Speed stat."
"360","8","The user tackles the foe with a high-speed spin. The slower the user, the greater the damage."
"360","11","The user tackles the target with a high-speed spin. The slower the user, the greater the damage."
"360","15","The user tackles the target with a high-speed spin. The slower the user compared to the target, the greater the move’s power."
"360","24","The user tackles the target with a high-speed spin. The slower the user compared to the target, the greater the move's power."
"360","25","The user tackles the target with a high-speed spin. The slower the user is than the target, the greater the move's power."
"361","8","The user faints. In return, the Pokémon taking its place will have its HP restored and status cured."
"361","15","The user faints. In return, the Pokémon taking its place will have its HP restored and status conditions cured."
"362","8","If the foe’s HP is down to about half, this attack will hit with double the power."
"362","11","If the target’s HP is down to about half, this attack will hit with double the power."
"362","15","If the target’s HP is half or less, this attack will hit with double the power."
"362","24","If the target's HP is half or less, this attack will hit with double the power."
"362","25","This move's power is doubled if the target's HP is at half or less."
"363","8","The user draws power to attack by using its held Berry. The Berry determines its type and power."
"363","15","The user draws power to attack by using its held Berry. The Berry determines the move’s type and power."
"363","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"364","8","An attack that hits a foe using Protect or Detect. It also lifts the effects of those moves."
"364","11","An attack that hits a target using Protect or Detect. It also lifts the effects of those moves."
"364","15","An attack that hits a target using Protect or Detect. This also lifts the effects of those moves."
"364","17","This attack hits a target using a move such as Protect or Detect. This also lifts the effects of those moves."
"364","19","This attack hits a target using Protect. This also lifts the effects of the move."
"364","25","This attack can hit a target using a move such as Protect or Detect. This also lifts the effects of those moves."
"365","8","The user pecks the foe. If the foe is holding a Berry, the user plucks it and gains its effect."
"365","11","The user pecks the target. If the target is holding a Berry, the user eats it and gains its effect."
"365","25","The user attacks by pecking the target. If the target is holding a Berry, the user eats it and gains its effect."
"366","8","The user whips up a turbulent whirlwind that ups the Speed of all party Pokémon for three turns."
"366","11","The user whips up a turbulent whirlwind that ups the Speed of all party Pokémon for four turns."
"366","15","The user whips up a turbulent whirlwind that ups the Speed stat of the user and its allies for four turns."
"366","20","The user whips up a turbulent whirlwind that ups the Speed stats of the user and its allies for four turns."
"366","25","The user whips up a turbulent whirlwind that boosts the Speed stats of itself and its allies for four turns."
"367","8","The user applies pressure to stress points, sharply boosting one of its stats."
"367","15","The user applies pressure to stress points, sharply boosting one of its or its allies’ stats."
"367","24","The user applies pressure to stress points, sharply boosting one of its or its allies' stats."
"368","8","The user retaliates against the foe that last inflicted damage on it with much greater power."
"368","11","The user retaliates with much greater power against the target that last inflicted damage on it."
"368","16","The user retaliates with much greater power against the opponent that last inflicted damage on it."
"368","17","The user retaliates with much greater force against the opponent that last inflicted damage on it."
"369","8","After making its attack, the user rushes back to switch places with a party Pokémon in waiting."
"370","8","The user fights the foe in close without guarding itself. It also cuts the user’s Defense and Sp. Def."
"370","10","The user fights the foe up close without guarding itself. It also cuts the user’s Defense and Sp. Def."
"370","11","The user fights the target up close without guarding itself. It also cuts the user’s Defense and Sp. Def."
"370","15","The user fights the target up close without guarding itself. This also lowers the user’s Defense and Sp. Def stats."
"370","24","The user fights the target up close, inflicting damage without guarding itself. This also lowers the user's defensive stats."
"370","25","The user fights the target up close, inflicting damage without guarding itself. This also lowers the user's Defense and Sp. Def stats."
"371","8","If the user can use this attack after the foe attacks, its power is doubled."
"371","11","If the user moves after the target, this attack’s power will be doubled."
"371","15","The user stores power, then attacks. If the user moves after the target, this attack’s power will be doubled."
"371","24","The user stores power, then attacks. If the user moves after the target, this attack's power will be doubled."
"371","25","The user stores power, then attacks. This move's power is doubled if the user moves after the target."
"372","8","If the foe has already taken some damage in the same turn, this attack’s power is doubled."
"372","11","If the target has already taken some damage in the same turn, this attack’s power is doubled."
"372","24","If the target has already taken some damage in the same turn, this attack's power is doubled."
"372","25","This move's power is doubled if the target has already taken some damage in the same turn."
"373","8","It prevents the foe from using its held item. Its Trainer is also prevented from using items on it."
"373","11","It prevents the target from using its held item. Its Trainer is also prevented from using items on it."
"373","15","This move prevents the target from using its held item. Its Trainer is also prevented from using items on it."
"373","17","This move prevents the target from using its held item for five turns. Its Trainer is also prevented from using items on it."
"373","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"374","8","The user flings its held item at the foe to attack. Its power and effects depend on the item."
"374","11","The user flings its held item at the target to attack. Its power and effects depend on the item."
"374","15","The user flings its held item at the target to attack. This move’s power and effects depend on the item."
"374","24","The user flings its held item at the target to attack. This move's power and effects depend on the item."
"375","8","Using its psychic power of suggestion, the user transfers its status problems to the target."
"375","15","Using its psychic power of suggestion, the user transfers its status conditions to the target."
"376","8","The fewer PP this move has, the more power it has for attack."
"376","11","The fewer PP this move has, the greater its attack power."
"376","15","The fewer PP this move has, the greater its power."
"376","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"377","8","The user prevents the foe from using any HP-recovery moves for five turns."
"377","11","For five turns, the user prevents the opposing team from using any moves, Abilities, or held items that recover HP."
"377","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"378","8","The user powerfully wrings the foe. The more HP the foe has, the greater this attack’s power."
"378","11","The user powerfully wrings the target. The more HP the target has, the greater this attack’s power."
"378","15","The user powerfully wrings the target. The more HP the target has, the greater the move’s power."
"378","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"379","8","The user employs its psychic power to switch its Attack with its Defense stat."
"379","17","The user employs its psychic power to switch its Attack stat with its Defense stat."
"380","8","The user hurls up its stomach acids on the foe. The fluid eliminates the effect of the foe’s ability."
"380","11","The user hurls up its stomach acids on the target. The fluid eliminates the effect of the target’s Ability."
"380","24","The user hurls up its stomach acids on the target. The fluid eliminates the effect of the target's Ability."
"381","8","The user chants an incantation toward the sky, preventing the foe from landing critical hits."
"381","11","The user chants an incantation toward the sky, preventing opposing Pokémon from landing critical hits."
"381","17","The user chants an incantation toward the sky, preventing opposing Pokémon from landing critical hits for five turns."
"381","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"382","8","The user tries to cut ahead of the foe to steal and use the foe’s intended move with greater power."
"382","11","The user tries to cut ahead of the target to steal and use the target’s intended move with greater power."
"382","15","The user cuts ahead of the target to steal and use the target’s intended move with greater power. This move fails if it isn’t used first."
"382","17","The user cuts ahead of the target to copy and use the target’s intended move with greater power. This move fails if it isn’t used first."
"382","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"383","8","The user mimics the move used immediately before it. The move fails if no other move has been used yet."
"384","8","The user employs its psychic power to switch changes to its Attack and Sp. Atk with the foe."
"384","11","The user employs its psychic power to switch changes to its Attack and Sp. Atk with the target."
"384","15","The user employs its psychic power to switch changes to its Attack and Sp. Atk stats with the target."
"385","8","The user employs its psychic power to switch changes to its Defense and Sp. Def with the foe."
"385","11","The user employs its psychic power to switch changes to its Defense and Sp. Def with the target."
"385","15","The user employs its psychic power to switch changes to its Defense and Sp. Def stats with the target."
"386","8","This attack’s power increases the more the foe has powered up with stat changes."
"386","11","This attack’s power increases the more the target has powered up with stat changes."
"386","15","The more the target has powered up with stat changes, the greater the move’s power."
"386","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"387","8","This move can be used only after the user has used all the other moves it knows in the battle."
"388","8","A seed that causes worry is planted on the foe. It prevents sleep by making its ability Insomnia."
"388","11","A seed that causes worry is planted on the target. It prevents sleep by making its Ability Insomnia."
"388","15","A seed that causes worry is planted on the target. It prevents sleep by making the target’s Ability Insomnia."
"388","24","A seed that causes worry is planted on the target. It prevents sleep by making the target's Ability Insomnia."
"389","8","This move enables the user to attack first. It fails if the foe is not readying an attack, however."
"389","11","This move enables the user to attack first. It fails if the target is not readying an attack, however."
"389","15","This move enables the user to attack first. This move fails if the target is not readying an attack."
"390","8","The user lays a trap of poison spikes at the foe’s feet. They poison foes that switch into battle."
"390","11","The user lays a trap of poison spikes at the opponent’s feet. They poison opponents that switch into battle."
"390","15","The user lays a trap of poison spikes at the opposing team’s feet. They poison opposing Pokémon that switch into battle."
"390","17","The user lays a trap of poison spikes at the feet of the opposing team. The spikes will poison opposing Pokémon that switch into battle."
"391","8","The user employs its psychic power to switch stat changes with the foe."
"391","11","The user employs its psychic power to switch stat changes with the target."
"391","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"391","25","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered."
"392","8","The user envelops itself in a veil made of water. It regains some HP on every turn."
"392","15","The user envelops itself in a veil made of water. It regains some HP every turn."
"393","8","The user levitates using electrically generated magnetism for five turns."
"394","8","The user cloaks itself in fire and charges at the foe. The user sustains serious damage, too."
"394","11","The user cloaks itself in fire and charges at the target. The user sustains serious damage and may leave the target burned."
"394","15","The user cloaks itself in fire and charges the target. This also damages the user quite a lot. This may leave the target with a burn."
"394","17","The user cloaks itself in fire and charges the target. This also damages the user quite a lot. This attack may leave the target with a burn."
"394","24","The user cloaks itself in fire and charges the target to inflict damage. This also damages the user and may leave the target with a burn."
"394","25","The user cloaks itself in fire and charges the target to inflict damage. This also damages the user quite a lot and may leave the target with a burn."
"395","8","The foe is attacked with a shock wave. It may also leave the target paralyzed."
"395","11","The target is attacked with a shock wave. It may also leave the target with paralysis."
"395","15","The target is attacked with a shock wave. This may also leave the target with paralysis."
